Depth,AC,nAC,Pv,DEN,CN,LLD,GR
2436.375,83.771,92.18921848,56.10971625,2.36,19.528,1.955,48.747
2436.5,87.667,92.18691954,56.112595,2.395,22.159,1.819,47.48
2436.625,90.992,92.18462066,56.11547375,2.433,24.708,1.687,46.306
2436.75,92.787,92.18232183,56.1183525,2.463,26.153,1.582,45.684
2436.875,92.929,92.18002306,56.12123125,2.449,26.489,1.531,45.972
2437,92.057,92.17772435,56.12411,2.416,26.786,1.517,47.95
2437.125,90.988,92.1754257,56.12698875,2.378,26.977,1.513,50.645
2437.25,89.407,92.1731271,56.1298675,2.334,27.043,1.533,54.535
2437.375,87.686,92.17082857,56.13274625,2.312,26.857,1.563,57.75
2437.5,87.182,92.16853008,56.135625,2.309,26.682,1.619,60.546
2437.625,87.102,92.16623166,56.13850375,2.312,26.656,1.686,63.075
2437.75,88.206,92.16393329,56.1413825,2.322,26.801,1.766,64.467
2437.875,90.236,92.16163498,56.14426125,2.34,27.333,1.823,64.302
2438,91.539,92.15933673,56.14714,2.357,27.967,1.847,61.514
2438.125,92.635,92.15703854,56.15001875,2.376,28.872,1.858,57.782
2438.25,93.185,92.1547404,56.1528975,2.392,29.833,1.834,52.703
2438.375,93.231,92.15244232,56.15577625,2.392,29.496,1.8,49.077
2438.5,93.167,92.1501443,56.158655,2.386,28.998,1.77,47.281
2438.625,93.076,92.14784633,56.16153375,2.381,28.211,1.747,46.21
2438.75,92.815,92.14554842,56.1644125,2.386,27.61,1.745,46.933
2438.875,92.173,92.14325057,56.16729125,2.396,27.482,1.764,48.48
2439,91.21,92.14095278,56.17017,2.396,27.415,1.82,50.841
2439.125,90.058,92.13865504,56.17304875,2.387,27.505,1.893,53.272
2439.25,88.462,92.13635736,56.1759275,2.359,27.616,1.993,55.362
2439.375,86.928,92.13405974,56.17880625,2.333,27.596,2.073,56.375
2439.5,86.522,92.13176218,56.181685,2.326,27.532,2.166,57.678
2439.625,86.371,92.12946467,56.18456375,2.33,27.366,2.268,59.585
2439.75,86.938,92.12716722,56.1874425,2.355,27.293,2.372,62.666
2439.875,88.165,92.12486983,56.19032125,2.39,27.601,2.441,65.44
2440,89.137,92.12257249,56.1932,2.413,27.972,2.486,67.106
2440.125,89.875,92.12027521,56.19607875,2.431,28.457,2.519,68.021
2440.25,89.759,92.11797799,56.1989575,2.448,28.782,2.513,67.046
2440.375,88.337,92.11568083,56.20183625,2.46,28.295,2.477,65.253
2440.5,86.599,92.11338372,56.204715,2.466,27.65,2.396,62.799
2440.625,85.074,92.11108667,56.20759375,2.472,26.659,2.303,60.27
2440.75,84.407,92.10878968,56.2104725,2.476,25.808,2.198,58.11
2440.875,85.247,92.10649275,56.21335125,2.475,25.728,2.128,57.305
2441,86.913,92.10419587,56.21623,2.471,25.824,2.073,58.453
2441.125,88.711,92.10189905,56.21910875,2.465,26.365,2.018,60.132
2441.25,90.726,92.09960229,56.2219875,2.453,26.882,1.965,62.47
2441.375,92.298,92.09730558,56.22486625,2.442,27.05,1.926,63.761
2441.5,92.599,92.09500894,56.227745,2.436,27.157,1.885,63.516
2441.625,92.68,92.09271235,56.23062375,2.43,27.1,1.846,62.893
2441.75,92.193,92.09041581,56.2335025,2.422,27.037,1.816,61.659
2441.875,91.327,92.08811934,56.23638125,2.415,27.138,1.807,60.739
2442,90.66,92.08582292,56.23926,2.411,27.317,1.82,60.197
2442.125,89.996,92.08352656,56.24213875,2.408,27.762,1.838,59.869
2442.25,89.38,92.08123025,56.2450175,2.405,28.261,1.866,60.15
2442.375,89.021,92.078934,56.24789625,2.402,28.308,1.884,60.872
2442.5,89.112,92.07663781,56.250775,2.4,28.248,1.89,62.171
2442.625,89.275,92.07434168,56.25365375,2.398,28.003,1.889,63.548
2442.75,89.64,92.07204561,56.2565325,2.394,27.945,1.871,64.789
2442.875,90.19,92.06974959,56.25941125,2.39,28.105,1.846,65.305
2443,90.813,92.06745363,56.26229,2.388,28.278,1.803,64.933
2443.125,91.508,92.06515772,56.26516875,2.386,28.506,1.751,64.248
2443.25,92.288,92.06286188,56.2680475,2.382,28.814,1.688,62.958
2443.375,92.685,92.06056609,56.27092625,2.376,29.412,1.636,61.698
2443.5,92.276,92.05827036,56.273805,2.372,29.892,1.583,59.885
2443.625,91.763,92.05597468,56.27668375,2.367,29.606,1.527,57.813
2443.75,91.103,92.05367907,56.2795625,2.363,28.714,1.475,55.492
2443.875,90.725,92.05138351,56.28244125,2.363,27.734,1.442,53.854
2444,90.936,92.049088,56.28532,2.364,26.843,1.419,52.543
2444.125,91.226,92.04679256,56.28819875,2.368,26.273,1.398,51.383
2444.25,91.669,92.04449717,56.2910775,2.374,25.955,1.387,50.838
2444.375,92.045,92.04220184,56.29395625,2.381,25.989,1.387,51.098
2444.5,92.188,92.03990656,56.296835,2.385,26.082,1.403,52.131
2444.625,92.346,92.03761135,56.29971375,2.389,26.289,1.427,53.044
2444.75,92.57,92.03531619,56.3025925,2.395,26.364,1.466,53.276
2444.875,92.847,92.03302109,56.30547125,2.4,26.44,1.504,52.526
2445,92.856,92.03072604,56.30835,2.402,26.634,1.558,51.294
2445.125,92.732,92.02843105,56.31122875,2.403,27.326,1.622,50.502
2445.25,92.308,92.02613612,56.3141075,2.404,28.342,1.696,51.157
2445.375,91.892,92.02384125,56.31698625,2.409,29.203,1.754,53.066
2445.5,92.24,92.02154643,56.319865,2.416,29.932,1.82,56.577
2445.625,92.865,92.01925168,56.32274375,2.424,30.31,1.893,60.428
2445.75,94.146,92.01695697,56.3256225,2.434,30.823,1.97,64.37
2445.875,95.564,92.01466233,56.32850125,2.432,31.997,2.024,66.952
2446,96.185,92.01236774,56.33138,2.421,33.196,2.068,69.218
2446.125,96.794,92.01007321,56.33425875,2.403,34.267,2.111,71.378
2446.25,97.392,92.00777874,56.3371375,2.375,35.068,2.142,72.845
2446.375,97.866,92.00548432,56.34001625,2.352,35.703,2.152,73.125
2446.5,97.755,92.00318997,56.342895,2.342,36.303,2.141,72.526
2446.625,97.553,92.00089567,56.34577375,2.336,36.641,2.122,71.867
2446.75,97.209,91.99860142,56.3486525,2.333,36.742,2.088,71.258
2446.875,97.042,91.99630724,56.35153125,2.333,36.953,2.056,70.976
2447,97.245,91.99401311,56.35441,2.334,37.21,2.015,70.57
2447.125,97.529,91.99171903,56.35728875,2.334,37.541,1.968,70.063
2447.25,98.051,91.98942502,56.3601675,2.334,37.785,1.91,69.458
2448.875,96.686,91.95960803,56.39759125,2.32,33.121,1.889,60.039
2449,95.533,91.95731482,56.40047,2.321,30.127,1.96,59.838
2449.125,94.897,91.95502166,56.40334875,2.322,28.185,2.043,60.261
2449.25,95.365,91.95272856,56.4062275,2.323,27.287,2.139,61.885
2449.375,95.984,91.95043552,56.40910625,2.323,27.601,2.214,63.364
2449.5,95.23,91.94814253,56.411985,2.322,28.032,2.275,64.246
2449.625,94.102,91.9458496,56.41486375,2.322,28.508,2.33,64.764
2449.75,92.229,91.94355673,56.4177425,2.323,28.58,2.359,64.346
2449.875,90.703,91.94126392,56.42062125,2.324,28.08,2.363,63.499
2450,90.997,91.93897116,56.4235,2.323,27.546,2.349,63.213
2450.125,91.736,91.93667846,56.42637875,2.32,27.16,2.331,63.574
2450.25,93.557,91.93438582,56.4292575,2.316,27.224,2.306,65.403
2450.375,95.716,91.93209324,56.43213625,2.312,28.185,2.283,67.406
2450.5,96.41,91.92980071,56.435015,2.312,29.52,2.247,68.565
2450.625,96.849,91.92750824,56.43789375,2.313,31.689,2.205,69.247
2450.75,96.769,91.92521582,56.4407725,2.312,33.66,2.154,68.872
2450.875,96.717,91.92292347,56.44365125,2.309,34.25,2.117,68.378
2451,97.401,91.92063117,56.44653,2.305,34.66,2.086,68.279
2452.25,97.693,91.89771132,56.4753175,2.322,30.726,1.855,58.983
2452.375,93.197,91.89541965,56.47819625,2.328,28.982,1.801,57.994
2452.5,92.303,91.89312803,56.481075,2.331,27.778,1.732,56.933
2452.625,91.615,91.89083648,56.48395375,2.333,27.993,1.656,55.777
2452.75,91.245,91.88854498,56.4868325,2.336,28.303,1.571,54.641
2452.875,90.804,91.88625354,56.48971125,2.337,27.818,1.507,54.045
2453,90.744,91.88396215,56.49259,2.337,27.228,1.444,53.663
2453.125,90.917,91.88167082,56.49546875,2.338,26.634,1.379,53.123
2453.25,91.729,91.87937955,56.4983475,2.34,26.54,1.321,52.188
2453.375,92.971,91.87708834,56.50122625,2.345,27.129,1.288,51.115
2453.5,93.59,91.87479718,56.504105,2.349,27.723,1.276,49.821
2453.625,94.029,91.87250608,56.50698375,2.352,28.07,1.273,48.673
2453.75,93.968,91.87021504,56.5098625,2.356,27.928,1.288,48.189
2453.875,93.437,91.86792406,56.51274125,2.358,27.199,1.313,48.598
2454,92.893,91.86563313,56.51562,2.358,26.491,1.364,50.469
2454.125,92.325,91.86334226,56.51849875,2.359,26.083,1.431,53.035
2454.25,91.691,91.86105144,56.5213775,2.362,26.049,1.523,56.893
2454.375,91.119,91.85876069,56.52425625,2.365,26.275,1.61,60.453
2454.5,90.971,91.85646999,56.527135,2.366,26.535,1.734,64.057
2454.625,90.936,91.85417935,56.53001375,2.367,27.027,1.878,67.327
2454.75,91.211,91.85188876,56.5328925,2.368,27.888,2.045,69.157
2454.875,91.736,91.84959823,56.53577125,2.372,28.988,2.167,69.201
2455,91.99,91.84730776,56.53865,2.377,29.941,2.285,68.36
2455.125,91.996,91.84501735,56.54152875,2.382,29.949,2.399,67.544
2455.25,91.176,91.84272699,56.5444075,2.387,29.114,2.483,66.912
2455.375,89.338,91.84043669,56.54728625,2.385,28.31,2.506,66.437
2455.5,87.334,91.83814645,56.550165,2.377,27.482,2.447,64.731
2455.625,85.356,91.83585627,56.55304375,2.365,26.46,2.36,62.323
2455.75,83.794,91.83356614,56.5559225,2.345,25.219,2.222,58.734
2455.875,83.759,91.83127607,56.55880125,2.327,24.413,2.107,55.833
2456,85.558,91.82898605,56.56168,2.319,23.856,1.996,53.572
2456.125,87.635,91.8266961,56.56455875,2.313,24.204,1.884,51.519
2456.25,90.132,91.8244062,56.5674375,2.309,25.021,1.788,50.266
2456.375,91.804,91.82211635,56.57031625,2.309,25.439,1.737,50.069
2456.5,91.632,91.81982657,56.573195,2.311,25.677,1.71,51.666
2456.625,91.303,91.81753684,56.57607375,2.315,25.407,1.689,53.99
2456.75,90.734,91.81524717,56.5789525,2.324,25.075,1.69,57.474
2456.875,90.451,91.81295755,56.58183125,2.334,24.931,1.709,60.087
2457,90.743,91.810668,56.58471,2.341,24.801,1.768,61.234
2457.125,91.097,91.8083785,56.58758875,2.348,24.747,1.846,61.912
2457.25,91.53,91.80608905,56.5904675,2.358,24.837,1.957,61.652
2457.375,91.759,91.80379967,56.59334625,2.368,25.228,2.048,61.47
2457.5,91.617,91.80151034,56.596225,2.373,25.649,2.136,62.518
2457.625,91.467,91.79922107,56.59910375,2.377,26.111,2.224,64.063
2457.75,91.377,91.79693185,56.6019825,2.374,26.541,2.295,66.395
2457.875,91.534,91.7946427,56.60486125,2.363,26.877,2.329,68.148
2458,91.839,91.7923536,56.60774,2.352,27.222,2.337,69.252
2458.125,92.091,91.79006455,56.61061875,2.342,27.662,2.339,70.234
2458.25,92.15,91.78777557,56.6134975,2.332,28.22,2.326,70.943
2458.375,91.963,91.78548664,56.61637625,2.332,28.595,2.308,71.603
2458.5,92.11,91.78319777,56.619255,2.336,28.847,2.277,72.794
2458.625,92.558,91.78090895,56.62213375,2.343,28.639,2.24,73.924
2458.75,93.756,91.77862019,56.6250125,2.353,28.191,2.193,74.443
2458.875,95.147,91.77633149,56.62789125,2.358,27.967,2.151,73.757
2459,95.068,91.77404285,56.63077,2.358,27.837,2.097,70.754
2459.125,94.579,91.77175426,56.63364875,2.357,27.907,2.037,66.984
2459.25,93.189,91.76946573,56.6365275,2.354,27.927,1.972,62.254
2459.375,91.791,91.76717726,56.63940625,2.354,27.667,1.927,59.026
2459.5,91.772,91.76488884,56.642285,2.357,27.362,1.9,57.83
2459.625,91.982,91.76260049,56.64516375,2.361,26.973,1.879,57.482
2459.75,92.633,91.76031218,56.6480425,2.368,26.601,1.877,59.047
2459.875,93.155,91.75802394,56.65092125,2.376,26.455,1.891,61.041
2460,92.998,91.75573575,56.6538,2.379,26.404,1.927,62.915
2460.125,92.709,91.75344762,56.65667875,2.38,26.692,1.972,64.556
2460.25,92.122,91.75115955,56.6595575,2.377,27.155,2.03,65.396
2460.375,91.513,91.74887153,56.66243625,2.375,27.229,2.077,65.501
2460.5,91.306,91.74658357,56.665315,2.376,27.156,2.13,65.674
2460.625,91.14,91.74429567,56.66819375,2.379,26.632,2.186,66.085
2460.75,91.075,91.74200783,56.6710725,2.384,26.027,2.239,67.021
2460.875,91.115,91.73972004,56.67395125,2.389,26.006,2.27,68.053
2461,91.319,91.73743231,56.67683,2.39,26.123,2.275,69.415
2461.125,91.565,91.73514464,56.67970875,2.391,26.6,2.268,70.664
2461.25,91.843,91.73285702,56.6825875,2.394,27.106,2.23,71.128
2461.375,91.876,91.73056946,56.68546625,2.399,27.331,2.181,70.084
2461.5,91.339,91.72828196,56.688345,2.403,27.485,2.103,65.53
2461.625,90.631,91.72599451,56.69122375,2.408,27.384,2.012,59.876
2461.75,89.55,91.72370712,56.6941025,2.418,27.117,1.907,53.065
2461.875,88.54,91.72141979,56.69698125,2.428,26.593,1.833,48.983
2462,88.254,91.71913252,56.69986,2.436,26.04,1.768,48.004
2462.125,88.043,91.7168453,56.70273875,2.441,25.526,1.703,47.64
2462.25,88.011,91.71455814,56.7056175,2.439,25.237,1.645,48.292
2462.375,88.122,91.71227104,56.70849625,2.426,25.334,1.611,48.49
2462.5,88.36,91.70998399,56.711375,2.411,25.474,1.59,47.633
2462.625,88.652,91.707697,56.71425375,2.395,25.713,1.575,46.739
2462.75,89.041,91.70541007,56.7171325,2.372,25.92,1.574,46.181
2462.875,89.315,91.70312319,56.72001125,2.356,25.993,1.585,46.54
2463,89.104,91.70083638,56.72289,2.349,26.04,1.616,47.771
2463.125,88.733,91.69854961,56.72576875,2.346,25.938,1.655,49.024
2463.25,87.967,91.69626291,56.7286475,2.346,25.647,1.709,50.001
2463.375,87.099,91.69397626,56.73152625,2.349,25.342,1.757,50.272
2463.5,86.804,91.69168967,56.734405,2.353,25.094,1.826,49.934
2463.625,86.613,91.68940314,56.73728375,2.357,25.098,1.908,49.42
2463.75,86.633,91.68711666,56.7401625,2.363,25.281,2.01,48.569
2463.875,86.616,91.68483025,56.74304125,2.368,25.599,2.092,47.756
2464,85.695,91.68254388,56.74592,2.37,25.906,2.186,47.169
2464.125,83.936,91.68025758,56.74879875,2.371,26.022,2.282,46.866
2465.125,84.838,91.66196919,56.77182875,2.352,26.971,1.823,40.192
2465.25,90.287,91.6596834,56.7747075,2.348,28.591,1.709,39.257
2465.375,93.84,91.65739766,56.77758625,2.343,28.715,1.642,39.409
2465.5,94.24,91.65511199,56.780465,2.34,28.536,1.603,40.279
2465.625,94.372,91.65282637,56.78334375,2.337,27.566,1.571,41.18
2465.75,93.894,91.6505408,56.7862225,2.332,26.504,1.562,41.923
2465.875,93.131,91.6482553,56.78910125,2.326,26.189,1.571,42.184
2466,92.502,91.64596985,56.79198,2.323,26.081,1.612,42.335
2466.125,91.864,91.64368445,56.79485875,2.321,26.593,1.668,42.802
2466.25,91.287,91.64139912,56.7977375,2.323,27.231,1.748,44.246
2466.375,91.128,91.63911384,56.80061625,2.33,27.197,1.821,46.601
2466.5,91.826,91.63682862,56.803495,2.336,27.011,1.908,51.839
2466.625,92.715,91.63454345,56.80637375,2.342,26.699,1.999,58.076
2466.75,93.941,91.63225834,56.8092525,2.347,26.982,2.084,65.327
2466.875,94.805,91.62997329,56.81213125,2.348,28.47,2.134,70.014
2467,94.651,91.6276883,56.81501,2.348,30.117,2.167,71.938
2467.125,94.436,91.62540336,56.81788875,2.348,31.551,2.2,73.036
2467.25,94.197,91.62311848,56.8207675,2.349,31.374,2.23,72.33
2467.375,94.321,91.62083366,56.82364625,2.349,31.289,2.26,71.294
2467.5,94.854,91.61854889,56.826525,2.349,31.382,2.331,70.731
2467.625,95.363,91.61626418,56.82940375,2.349,31.65,2.433,70.272
2467.75,95.569,91.61397953,56.8322825,2.35,31.216,2.599,69.896
2467.875,94.774,91.61169494,56.83516125,2.351,28.881,2.771,69.133
2468,92.16,91.6094104,56.83804,2.35,26.14,3.058,66.387
2468.125,88.525,91.60712592,56.84091875,2.348,22.202,3.408,62.782
2469.375,84.578,91.58428424,56.86970625,2.367,20.252,2.435,47.287
2469.5,86.164,91.58200038,56.872585,2.365,22.491,2.15,46.411
2469.625,87.706,91.57971659,56.87546375,2.36,23.842,1.867,45.357
2469.75,89.18,91.57743284,56.8783425,2.35,24.605,1.627,44.065
2469.875,90.405,91.57514916,56.88122125,2.342,24.8,1.493,43.131
2470,90.732,91.57286553,56.8841,2.341,24.957,1.411,42.859
2470.125,90.918,91.57058196,56.88697875,2.341,25.058,1.337,42.842
2470.25,90.766,91.56829845,56.8898575,2.34,25.154,1.29,43.329
2470.375,90.434,91.566015,56.89273625,2.337,25.107,1.274,43.772
2470.5,90.282,91.5637316,56.895615,2.334,25.032,1.279,44.28
2470.625,90.159,91.56144825,56.89849375,2.332,24.869,1.291,44.977
2470.75,90.081,91.55916497,56.9013725,2.332,24.653,1.318,46.054
2470.875,89.955,91.55688174,56.90425125,2.335,24.572,1.347,47.072
2471,89.657,91.55459857,56.90713,2.339,24.482,1.386,48.022
2471.125,89.246,91.55231546,56.91000875,2.343,24.436,1.431,48.787
2471.25,88.558,91.5500324,56.9128875,2.347,24.485,1.48,48.917
2471.375,87.821,91.5477494,56.91576625,2.348,24.535,1.514,48.428
2471.5,87.679,91.54546645,56.918645,2.346,24.579,1.537,47.186
2471.625,87.754,91.54318357,56.92152375,2.342,24.7,1.558,45.763
2471.75,88.44,91.54090074,56.9244025,2.332,25.04,1.568,44.242
2471.875,89.611,91.53861796,56.92728125,2.323,25.605,1.569,43.389
2472,90.452,91.53633525,56.93016,2.319,26.098,1.57,43.337
2472.125,91.198,91.53405259,56.93303875,2.318,26.08,1.573,43.574
2472.25,91.613,91.53176999,56.9359175,2.322,25.468,1.585,44.43
2472.375,91.464,91.52948744,56.93879625,2.327,24.535,1.603,45.396
2472.5,90.783,91.52720495,56.941675,2.328,23.675,1.644,46.83
2472.625,89.946,91.52492252,56.94455375,2.328,23.28,1.698,48.441
2472.75,88.74,91.52264015,56.9474325,2.326,23.409,1.777,50.144
2472.875,87.543,91.52035783,56.95031125,2.323,23.891,1.851,51.155
2473,87.056,91.51807557,56.95319,2.321,24.301,1.955,51.567
2473.125,86.63,91.51579337,56.95606875,2.32,24.247,2.071,52.004
2473.25,86.333,91.51351122,56.9589475,2.32,23.707,2.199,52.63
2473.375,86.118,91.51122913,56.96182625,2.323,23.101,2.29,53.577
2473.5,85.981,91.5089471,56.964705,2.329,22.598,2.361,55.336
2473.625,85.827,91.50666512,56.96758375,2.337,22.559,2.42,57.192
2473.75,85.629,91.5043832,56.9704625,2.351,22.854,2.44,58.798
2473.875,85.443,91.50210134,56.97334125,2.362,23.315,2.419,59.317
2474,85.501,91.49981954,56.97622,2.368,23.783,2.339,58.335
2474.125,85.739,91.49753779,56.97909875,2.372,24.232,2.237,56.816
2474.25,86.541,91.4952561,56.9819775,2.379,24.628,2.1,54.367
2474.375,87.91,91.49297446,56.98485625,2.388,24.924,1.989,52.301
2474.5,89.18,91.49069288,56.987735,2.395,25.202,1.868,50.334
2474.625,90.521,91.48841136,56.99061375,2.4,25.491,1.747,48.354
2474.75,91.98,91.4861299,56.9934925,2.404,25.878,1.642,46.658
2474.875,93.105,91.48384849,56.99637125,2.401,26.21,1.583,45.778
2475,93.258,91.48156714,56.99925,2.397,26.474,1.556,45.777
2475.125,93.245,91.47928585,57.00212875,2.394,26.51,1.539,46.137
2475.25,92.807,91.47700461,57.0050075,2.392,26.545,1.545,47.282
2475.375,92.084,91.47472343,57.00788625,2.392,26.866,1.565,48.598
2475.5,91.425,91.47244231,57.010765,2.391,27.207,1.615,50.86
2475.625,90.699,91.47016125,57.01364375,2.389,27.446,1.68,53.566
2475.75,89.878,91.46788024,57.0165225,2.384,27.37,1.772,56.788
2475.875,89.378,91.46559929,57.01940125,2.379,26.984,1.855,58.984
2476,89.881,91.46331839,57.02228,2.377,26.635,1.956,60.213
2476.125,90.632,91.46103755,57.02515875,2.377,26.486,2.064,61.346
2476.25,91.869,91.45875677,57.0280375,2.378,26.533,2.172,62.291
2476.375,92.83,91.45647605,57.03091625,2.377,26.52,2.248,63.179
2476.5,92.546,91.45419538,57.033795,2.376,26.42,2.334,63.88
2476.625,92.072,91.45191477,57.03667375,2.374,25.97,2.436,64.28
2476.75,91.178,91.44963422,57.0395525,2.37,25.255,2.566,63.926
2476.875,90.199,91.44735372,57.04243125,2.368,24.323,2.686,63.321
2477,88.918,91.44507328,57.04531,2.367,23.361,2.856,62.429
2477.125,86.88,91.4427929,57.04818875,2.369,22.176,3.051,61.058
2479.875,87.079,91.39263885,57.11152125,2.374,21.178,2.201,57.09
2480,88.625,91.39035978,57.1144,2.382,24.061,2.127,56.187
2480.125,89.761,91.38808076,57.11727875,2.39,25.6,2.061,55.609
2480.25,89.934,91.3858018,57.1201575,2.396,26.255,2.024,55.777
2480.375,89.501,91.38352289,57.12303625,2.396,25.911,2.026,56.052
2480.5,88.814,91.38124404,57.125915,2.393,25.361,2.09,55.044
2480.625,87.699,91.37896525,57.12879375,2.388,24.047,2.184,53.283
2480.75,85.177,91.37668652,57.1316725,2.38,22.152,2.336,50.113
2483.375,86.74,91.32884622,57.19212625,2.278,22.922,2.576,58.291
2483.5,88.781,91.32656873,57.195005,2.269,25.77,2.379,61.311
2483.625,91.651,91.3242913,57.19788375,2.261,27.619,2.17,65.304
2485.25,93.368,91.29468991,57.2353075,2.287,33.353,1.698,67.405
2485.375,90.214,91.29241328,57.23818625,2.289,30.774,1.699,61.976
2485.5,89.92,91.2901367,57.241065,2.29,28.543,1.677,58.453
2485.625,89.938,91.28786018,57.24394375,2.29,27.252,1.645,55.566
2485.75,90.376,91.28558372,57.2468225,2.29,26.329,1.596,54.356
2485.875,90.478,91.28330731,57.24970125,2.294,26.041,1.554,54.048
2486,90.27,91.28103096,57.25258,2.302,25.892,1.51,53.35
2486.125,90.052,91.27875467,57.25545875,2.316,26.154,1.465,52.537
2486.25,89.88,91.27647843,57.2583375,2.349,26.511,1.427,51.745
2486.375,89.846,91.27420226,57.26121625,2.388,26.729,1.408,51.572
2486.5,89.87,91.27192613,57.264095,2.41,26.929,1.405,52.389
2486.625,89.878,91.26965007,57.26697375,2.424,27.117,1.407,53.513
2486.75,89.853,91.26737406,57.2698525,2.426,27.332,1.418,55.057
2486.875,89.844,91.26509811,57.27273125,2.413,27.385,1.43,56.064
2487,89.996,91.26282221,57.27561,2.4,27.379,1.445,56.077
2487.125,90.231,91.26054638,57.27848875,2.387,27.159,1.463,55.723
2487.25,90.61,91.25827059,57.2813675,2.375,26.784,1.484,54.743
2487.375,90.921,91.25599487,57.28424625,2.375,26.341,1.502,54.156
2487.5,91.119,91.2537192,57.287125,2.38,25.929,1.526,55.262
